original_index,image_link,predicted_value
3835,https://m.media-amazon.com/images/I/417LVOOUl8S.jpg,500 gram
3854,https://m.media-amazon.com/images/I/417S8RaOSDL.jpg,33 pounds
3857,https://m.media-amazon.com/images/I/417SmM5DtlS.jpg,32 lbs
3874,https://m.media-amazon.com/images/I/417WpA+19eL.jpg,34g
3884,https://m.media-amazon.com/images/I/417XyFR2EYL.jpg,72.0 pound
3900,https://m.media-amazon.com/images/I/417bFfNDauL.jpg,2.37kg
3908,https://m.media-amazon.com/images/I/417cxPPiZjL.jpg,250KG
3913,https://m.media-amazon.com/images/I/417dgNjB6qL.jpg,400 LBS
3915,https://m.media-amazon.com/images/I/417eYo8DsIL.jpg,265Lbs
3941,https://m.media-amazon.com/images/I/417jN01rLmS.jpg,300LBS
3943,https://m.media-amazon.com/images/I/417jn5Wc8SL.jpg,500 gram
3968,https://m.media-amazon.com/images/I/417sLZobRML.jpg,150KG/330LB
3973,https://m.media-amazon.com/images/I/417tIusKmtL.jpg,300 pounds
4004,https://m.media-amazon.com/images/I/4180GJkCOML.jpg,450 lbs
4005,https://m.media-amazon.com/images/I/41813v3UCoL.jpg,330 LBS
4057,https://m.media-amazon.com/images/I/418BF0JXSIL.jpg,600 lbs
4076,https://m.media-amazon.com/images/I/418FYYhJBCL.jpg,180 kg
4080,https://m.media-amazon.com/images/I/418H7BW0hRL.jpg,267 LBS
4096,https://m.media-amazon.com/images/I/418LSjqsOnL.jpg,360 kg
4160,https://m.media-amazon.com/images/I/418cbFto-GL.jpg,330LBS
4161,https://m.media-amazon.com/images/I/418d3w+7EtS.jpg,150kg
4169,https://m.media-amazon.com/images/I/418dXyLZLtL.jpg,800lbs
4187,https://m.media-amazon.com/images/I/418hyEOTFBL.jpg,500 gram
4200,https://m.media-amazon.com/images/I/418kEYVQ2pL.jpg,220LBS
4231,https://m.media-amazon.com/images/I/418qll3xTgL.jpg,507 pounds
4243,https://m.media-amazon.com/images/I/418trWHa50L.jpg,400LBS
4257,https://m.media-amazon.com/images/I/418xHwZkoZL.jpg,800 lbs
4258,https://m.media-amazon.com/images/I/418xaxUthzL.jpg,150 kg
4289,https://m.media-amazon.com/images/I/4191RZ7CjBL.jpg,1000 gram
4318,https://m.media-amazon.com/images/I/4197rrZN-SL.jpg,3300lbs/150kg
4338,https://m.media-amazon.com/images/I/419DtBXA--L.jpg,220 lbs
4370,https://m.media-amazon.com/images/I/419JEB7x6UL.jpg,50.0 gram
4384,https://m.media-amazon.com/images/I/419LQvlS4IL.jpg,300 gram
4387,https://m.media-amazon.com/images/I/419LsF3NkKL.jpg,20000 gram
4419,https://m.media-amazon.com/images/I/419UYfznz+L.jpg,330LBS
4429,https://m.media-amazon.com/images/I/419X3NZnYiL.jpg,59LBS
4440,https://m.media-amazon.com/images/I/419azhgKujL.jpg,500 gram
4441,https://m.media-amazon.com/images/I/419bhC784lL.jpg,200 lb
4478,https://m.media-amazon.com/images/I/419l4vTIvAL.jpg,2000 gram
4480,https://m.media-amazon.com/images/I/419lIGhoXnL.jpg,220LBS
4502,https://m.media-amazon.com/images/I/419pGVWoeBL.jpg,10.0 pound
4514,https://m.media-amazon.com/images/I/419tL+RnygL.jpg,500 gram
4531,https://m.media-amazon.com/images/I/419zBUOvCML.jpg,200 KG (440lb)
4547,https://m.media-amazon.com/images/I/41A2CaFwBWL.jpg,7.0 gram
4594,https://m.media-amazon.com/images/I/41AAq07kp6L.jpg,400LBS
4596,https://m.media-amazon.com/images/I/41ABNkHK+2L.jpg,220 lbs
4609,https://m.media-amazon.com/images/I/41AFk1y0YpL.jpg,180 lbs
4625,https://m.media-amazon.com/images/I/41AJJ4g9FZL.jpg,110 lbs
4644,https://m.media-amazon.com/images/I/41ANE5peNRL.jpg,550 lbs
4658,https://m.media-amazon.com/images/I/41APep8zrSL.jpg,110lb
4676,https://m.media-amazon.com/images/I/41AUKJ7OErL.jpg,150lb
4698,https://m.media-amazon.com/images/I/41AYcI8bkbL.jpg,1000 gram
4704,https://m.media-amazon.com/images/I/41Aan2Xnq5L.jpg,330 LBS EACH SEAT
4732,https://m.media-amazon.com/images/I/41AfNqFCR7L.jpg,1.0 kg
4734,https://m.media-amazon.com/images/I/41Ah7C6SE0L.jpg,60.0 pound
4736,https://m.media-amazon.com/images/I/41AhGGzLuCL.jpg,150 kg
4776,https://m.media-amazon.com/images/I/41AsLp513GL.jpg,880 LBS
4793,https://m.media-amazon.com/images/I/41Aw2wTvfTL.jpg,90.7 kg
4795,https://m.media-amazon.com/images/I/41AwYM9rseL.jpg,500 gram
4831,https://m.media-amazon.com/images/I/41B2d3H0T+L.jpg,330 lbs
4869,https://m.media-amazon.com/images/I/41B8PPhro0L.jpg,200.0 lb
4882,https://m.media-amazon.com/images/I/41BACHh0j2L.jpg,500 gram
4884,https://m.media-amazon.com/images/I/41BAbiDRJyL.jpg,250lb
4885,https://m.media-amazon.com/images/I/41BAhIm86iL.jpg,40 pounds
4906,https://m.media-amazon.com/images/I/41BFgev1uCL.jpg,440 LB
4907,https://m.media-amazon.com/images/I/41BFiz7skaL.jpg,250 kg
4920,https://m.media-amazon.com/images/I/41BJRQP4ulL.jpg,175 pounds
4925,https://m.media-amazon.com/images/I/41BLGtdrbpL.jpg,440 LBS
4944,https://m.media-amazon.com/images/I/41BQujfxUdL.jpg,50 lbs
4946,https://m.media-amazon.com/images/I/41BRYyC+sYL.jpg,330.70 lb
4986,https://m.media-amazon.com/images/I/41BaDZq5AjL.jpg,150KG
5001,https://m.media-amazon.com/images/I/41BcprPWM1L.jpg,320 lbs
5052,https://m.media-amazon.com/images/I/41BniLueDeL.jpg,265 lbs
5054,https://m.media-amazon.com/images/I/41BoJKvi0NL.jpg,220 lb
5074,https://m.media-amazon.com/images/I/41BsGKRfxoL.jpg,100kg/220lbs
5108,https://m.media-amazon.com/images/I/41C-riyONaL.jpg,150 kg
5121,https://m.media-amazon.com/images/I/41C1kuGy0tL.jpg,500 gram
5163,https://m.media-amazon.com/images/I/41C9uaxymdL.jpg,300lbs
5176,https://m.media-amazon.com/images/I/41CDrY8224L.jpg,300 kg
5200,https://m.media-amazon.com/images/I/41CG2Kxj41L.jpg,110 KG
5221,https://m.media-amazon.com/images/I/41CKva3r7CL.jpg,40.0 kg
5236,https://m.media-amazon.com/images/I/41COAcFCN8L.jpg,18.0 pound
5260,https://m.media-amazon.com/images/I/41CTvGEthEL.jpg,22.0 kg
5302,https://m.media-amazon.com/images/I/41Cb3vhpx7L.jpg,32 in
5308,https://m.media-amazon.com/images/I/41CeVWpxZIS.jpg,355-lb
5327,https://m.media-amazon.com/images/I/41Cgplk8y-S.jpg,250 lbs
5354,https://m.media-amazon.com/images/I/41ClA50IOGL.jpg,200 LBS
5355,https://m.media-amazon.com/images/I/41Clanj2hDL.jpg,15 LB
5368,https://m.media-amazon.com/images/I/41CqjU0Oq5L.jpg,220 LBS
5391,https://m.media-amazon.com/images/I/41Cw13effcL.jpg,220 LB
5393,https://m.media-amazon.com/images/I/41CwWdc46PL.jpg,50.5 inch
5426,https://m.media-amazon.com/images/I/41D3r-xNyLL.jpg,48V
5433,https://m.media-amazon.com/images/I/41D6SdK5HxL.jpg,330 lbs
5447,https://m.media-amazon.com/images/I/41D9j0gsw5L.jpg,55 lb
5456,https://m.media-amazon.com/images/I/41DBDVnWuDL.jpg,22 pounds
5465,https://m.media-amazon.com/images/I/41DE8gZGpkL.jpg,150kg
5466,https://m.media-amazon.com/images/I/41DEGCnJ9tL.jpg,2500 pounds
5478,https://m.media-amazon.com/images/I/41DHNNVakoL.jpg,0.6KG
5482,https://m.media-amazon.com/images/I/41DHvXLzd1L.jpg,265 LBS
5483,https://m.media-amazon.com/images/I/41DHzGziGbL.jpg,8.0
5502,https://m.media-amazon.com/images/I/41DNvJ-Ms8L.jpg,48 - 120 lbs
5514,https://m.media-amazon.com/images/I/41DQOOBtAJL.jpg,500 gram
5564,https://m.media-amazon.com/images/I/41DZfOeF-GL.jpg,150kg
5572,https://m.media-amazon.com/images/I/41Db2S6uylL.jpg,350 lbs.
5579,https://m.media-amazon.com/images/I/41DdsKH5dwL.jpg,330LB
5585,https://m.media-amazon.com/images/I/41DeWMg9VQL.jpg,200 lbs
5586,https://m.media-amazon.com/images/I/41DepaPOGrL.jpg,220Lbs
5604,https://m.media-amazon.com/images/I/41DgO9C7kQL.jpg,500 gram
5645,https://m.media-amazon.com/images/I/41Doir2o85L.jpg,260LBS
5658,https://m.media-amazon.com/images/I/41DqAhKON1L.jpg,660 pounds
5665,https://m.media-amazon.com/images/I/41DrdA+Ay0L.jpg,15.7 inch
5684,https://m.media-amazon.com/images/I/41Dv7LMEBwL.jpg,22 pounds
5702,https://m.media-amazon.com/images/I/41DyicLFNtL.jpg,300 lbs
5709,https://m.media-amazon.com/images/I/41DzniWFBJL.jpg,100kg
5714,https://m.media-amazon.com/images/I/41E-iLVQ8XL.jpg,300 LBS
5719,https://m.media-amazon.com/images/I/41E1OeHibSL.jpg,150kg
5721,https://m.media-amazon.com/images/I/41E1gJF7eLL.jpg,9-65 pounds
5748,https://m.media-amazon.com/images/I/41E6Ns0tDIL.jpg,60 LBS
5756,https://m.media-amazon.com/images/I/41E8dkZRDNL.jpg,100 gram
5760,https://m.media-amazon.com/images/I/41E97MabASL.jpg,80LBS
5814,https://m.media-amazon.com/images/I/41EM7DSwmVL.jpg,95 lbs
5817,https://m.media-amazon.com/images/I/41ENV9RynEL.jpg,270kg
5818,https://m.media-amazon.com/images/I/41EORoemT6L.jpg,200 lbs
5820,https://m.media-amazon.com/images/I/41EOk846SpL.jpg,745LBS
5834,https://m.media-amazon.com/images/I/41ERCrWQiwL.jpg,265 LBS
5859,https://m.media-amazon.com/images/I/41EX3hg4m+L.jpg,500 gram
5861,https://m.media-amazon.com/images/I/41EY-Xhs9qL.jpg,25 kg
5865,https://m.media-amazon.com/images/I/41EYfCaMIiL.jpg,285LBS
5873,https://m.media-amazon.com/images/I/41EaX2CQ5zL.jpg,100 KG
5913,https://m.media-amazon.com/images/I/41ElTynqVmL.jpg,500 gram
5932,https://m.media-amazon.com/images/I/41EphBOPp6L.jpg,150 kg
5934,https://m.media-amazon.com/images/I/41EpvPZQ+ZL.jpg,800 lbs
5935,https://m.media-amazon.com/images/I/41Eq6SDkKGL.jpg,170 kg
5947,https://m.media-amazon.com/images/I/41EuRvhtueL.jpg,250 LBS
5968,https://m.media-amazon.com/images/I/41Eyfw+4hZL.jpg,1000 gram
5984,https://m.media-amazon.com/images/I/41F-jxZapPL.jpg,10.0 pack
